;text;sentFator
2847;@Live_Trade qual sua indicação para BBSE3, BBTG11 e SANB11. Obrigado!;Neutro
2851;TEMPO REAL: Via Varejo despenca mais de 5% após renúncia de CEO, Vale ON cai quase 2%: Confi... http://t.co/uDSHvArXvb #infomoney #vale5;Negativo
2852;RT @imcharliedrew: A minha cara deu-me doenças haha amt http://t.co/fjlCPhhzGk;Neutro
2854;#PETR3 #PETR4 - Produção de petróleo no pré-sal bate novo recorde - http://t.co/Ky2sjzL8al;Positivo
2855;PETR4 vender por R$ 14,38 indicado em 17/02/2014 16:44 http://t.co/zJRs3Eeyz9;Positivo
2856;$GFSA3 - Gafisa (gfsa-nm)-demonstracoes Financeiras De 31/03/2014 (individual) http://t.co/2TtwsEIP1B;Neutro
2857;CSNA3 deve subir bem com dados bons da China e anúncio de recompra de 10% das ações nos próximos dias;Neutro
2859;BBAS3 em 14/04/2014: OlaPalpite rápido :BBAS3 em gráfico diário, vai se manter até final do mês acima desta ra... http://t.co/4nOS4nNzvj;Positivo
2861;'Quem montar uma carteira de ações agora vai morrer de rir em 10 anos', diz especialista: Se... http://t.co/CrU7flmRmc #infomoney #vale5;Positivo
2862;@Live_Trade Sabe o que aconteceu com a oibr4?;Neutro
2864;Coinvalores divulga carteira com 15 ações para comprar neste mês: Neste mês, entraram os pap... http://t.co/1PG0ZZTTFL #infomoney #vale5;Positivo
2865;Gatilho position, semana que vem:   Ativo bbdc4 - Venda  - Validade 14/mar - Start 26,74 - Stop 28,14 - RP 25,34 http://t.co/He6aCGaEZA;Positivo
2867;@Live_Trade cyre3 venda ou continuidade agora?;Neutro
2870;Santander recomenda 2 novos papéis para o mês, confira: BRF e Braskem são as novas recomenda... http://t.co/7hzE9qppCV #infomoney #vale5;Neutro
2873;RT @Angela_dias24: nós fazemos tanta merda no autocarro q as pessoas até nos ficam a olhar de lado;Negativo
2877;#ecor3 fechando 15'  acima 12,53 já fica interessante;Positivo
2880;@Jgrafista11 professor, acha que ainda vale entrar em MPLU3, ESTC3 e BBSE3?;Neutro
2881;GGBR4 perde linha de tendência e entra em alerta http://t.co/9Hti4sHxJW;Neutro
2882;Desempenho das ações da TIM na semana passada: TIMP3 (Bovespa): -0,94%, TSU (NYSE): +0,58%, IBOV: +2,64%.;Neutro
2883;Resultado corporativo da Gol Linhas Aéreas(GOLL4)  e S&amp,P rebaixa nota de mais 13 empresas brasileiras. Leia mais http://t.co/rM2Ym9HKmG;Negativo
2884;@deinha_asl @coroneldoblog Em 2010 o Sheik conseguiu capitalizar a Petrobras com venda de ativos #PETR4 a R$ 26,30 - Hoje vale ~13,25 R$;Negativo
2886;Ok ok, confesso que fiz mais uma em BBDC4...Agora sim o tal chops :D;Positivo
2887;RT @joanarauhl: hoje nem conseguimos tirar selfie com os lutadores e tivemos de improvisar, fogo;Neutro
2889;Parece que essas denúncias contra a PODRIDÃO que o PT tem feito com a PeTebrás (PETR4) têm dado ânimo aos investidores. Continua subindo!;Positivo
2893;#petr4 perdeu 16,40,  perdeu o rumo de casa!!!;Negativo
2895;@picapautrader @bussoladoinves @investmaniacos Análise dos fundamentos #Eletrobrás #ELET3 #ELET5 #ELET6)  DEZ/2013   http://t.co/YMNKYqSX8I;Neutro
2900;$PETR4 - Câmara investiga Petrobras [Newsletter ADVFN] http://t.co/jYjX4MQUR1;Neutro
2901;Melhores papéis de Março: #USIM3 40,68%, #OIBR4 29,57%, #USIM5 27,49%, #KROT3 21,27% e #MMXM3 16,98%. Média de 27,20%;Positivo
2902;@marthaeferreira @reinaldoazevedo Por ingerências deste governo clePTocrata, as Ações PETR4 estão, hoje (10/03/14), com valores de Março/05‼;Negativo
2904;#mglu3 show de bola também. #goll4 ativou stop loss. No total, deu uns 10%. Nada mal..;Positivo
2905;Petrobrás (PETR4) segue nas manchetes de capa da @RevistaEpoca, segundo o q nos informa o competente @diegoescosteguy. Brasil sem vergonha!;Negativo
2908;Vale PN (VALE5), Gráfico Semanal. Estudo das Média... http://t.co/Pyboc87rRB;Neutro
2912;BM&amp,FBovespa (#BVMF3) pode vender espaços no centro de São Paulo. http://t.co/9OzooG6r5F;Neutro
2914;#VALE5 - sobrevendida (mensagem: 951154)  http://t.co/Hy2NiSM43g;Neutro
2915;@waitforaminucci @whoskaio meu pai tem ação na vale3 aí eu fico vendo isso todo dia :|;Negativo
2916;Macktrader Investimentos : Vale Pn (Vale5), Gráfico Diário. http://t.co/RIuXBsGij2;Neutro
2917;@itauunibanco_ri Boa tarde. Quanto a ITUB4 vai distribuir de dividendos?;Neutro
2919;seu perfil foi visto por 2 pessoas na última hora http://t.co/DAbXDMSS43;Neutro
2920;RT @imcharliedrew: 'tu e o joão já fizeram sexo?';Neutro
2923;A última indicação da #MRVE3 resultou em -0.56 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7;Neutro
2933;Triângulo Simétrico/Normal - Análise Técnica. CIEL3: http://t.co/CticOPuFkf via @YouTube;Neutro
2934;fiquemos de olho num possivel teste na região dos R$13,30 da #PETR4 ...pode dizer muita coisa. ,);Neutro
2935;Acredito em oibr4 abrindo abaixo de 2,88 com gap;Positivo
2936;MRVE3 comprar a R$ 8.33 indicado em 13/03/2014 15:38 e finalizou a venda com resultado de R$ -0.05 ou -0.60 % http://t.co/kgt1YiTbF7;Neutro
2937;Aposto uma mariola que se a #PETR4 bater os 9 reais vão falar que o rali dos 12 aos 16 foi pra pegar sardinha deslumbrada.;Negativo
2938;@edbarrosadv Desculpe meu caro, PETR4.SA valia R$ 46,56 no primeiro dia de governo PTista em 2003, hoje vale apenas R$ 14,40;Negativo
2939;Amar você Ângela é minha maior alegria e minha maior motivação! Te amei ontem, te amo hoje, te amarei até o fim. #DuasVezes;Positivo
2941;$MRFG3 - Marfrig (mrfg-nm) - Fato Relevante - Primeiro Aditivo Ao Acordo De Acionistas http://t.co/jBJzeY5U5V;Neutro
2942;RT @diogo_filipe25: Quando se é o irmão mais velho sente-se a responsabilidade de cuidar dos outros irmãos.;Neutro
2946;Rastreamento ações-Gráfico diário-16h. Analise se romper: GFSA3 3,63 ODPV3 9,18 RADL3 18,79 TGMA3 19,11TUPY3 18,05 WEGE3 26,22;Neutro
2948;Ativo c/ vol Financeiro Superior à sua MM21-16h: ABCB4 ABRE11 ALPA4 AMAR3 ARTR3 BBRK3 BBSE3 BEEF3 BEMA3 BRCR11 BRFS3 BRIN3 BRML3 BRPR3 BRSR6;Positivo
2949;$ECOR3 - Ecorodovias (ecor-nm) - Demonstracoes Financeiras Em Ingles De 31/03/2014 http://t.co/eyITT3Fb9Y;Positivo
2951;Rastreamento ações-Gráfico diário-16h. Analise se romper:  ALSC3 17,79 BRFS3 44,54 BRML3 18,30 BVMF3 10,43 CCRO3 16,70 ESTC3 22,31;Neutro
2953;PETR4, alta de 10% em 3 dias... rapááááz;Positivo
2954;$BBDC3 - Banco Bradesco publica Relatório Anual 2013 em novo formato http://t.co/t4O0DpIJQV;Neutro
2958;A última indicação da #MRVE3 resultou em -1.25 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7;Negativo
2960;#PETR4 - #Petrobrás PN - Análise #Ichimoku - pregão de sexta-feira, 23 de maio. http://t.co/eL5WFyHrwg;Neutro
2961;Car*, comé q'essa mulher ganhou p Presidente da República? '@AryAntiPT: #DilmaNacadeia #PETR4 demite diretor envolvid http://t.co/hgG5EYSd1f;Negativo
2966;Ativo c/ vol Financeiro Superior à sua MM21-12h: BISA3 BPHA3 PINE4;Neutro
2974;#oibr4 se 5'fechar acima 2,20 e romper vai ficar LINNDA;Positivo
2977;Ativo c/ vol Financeiro Superior à sua MM21-16h: SLED4 SMTO3 TAEE11 TOTS3 UGPA3;Positivo
2979;$VALE3 - Vale (vale-n1) - Demonstracoes Financeiras De 31/12/2013 (individual) http://t.co/5bzNVkTLV4;Neutro
2980;#CSNA3 oscilando e segue a recompra de 70,2 milhões de ações pela própria CSN! Sempre é bom recomprar mais barato. heheh fecha em alta!;Positivo
2981;Análise - 26.05.14 - IBOV, PETR4, VALE5, RENT3, TIMP3, PSSA3, GOLL4, EMBR3 e ABRE11. Assista! http://t.co/vN9JY0S9Nm;Neutro
2986;A última indicação da #KROT3 resultou em -1.48 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7;Neutro
2987;Petrobras nao para de se endividar e ações caem 2%. #falencia #incompetencia #PETR4 #divida;Negativo
2988;ah, lembra que o volume da #PETR4 tava caindo e caindo ? Pois então ... foi só a cotação começar a corrigir um pouco pra ele aumentar. ,);Positivo
2989;A última indicação da #BRAP4 resultou em 6.46 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7;Positivo
2992;@BrazilFinance fundo soberano para comprar PETR4 e private equity para entrar em sociedades pagando valuation superior ao de blue chip.;Positivo
2996;BRKM5 vender por R$ 17,82 indicado em 18/02/2014 16:36 http://t.co/zJRs3Eeyz9;Neutro
2997;"A LIGHT S.A. fechou a sexta feira, dia 11/04, ao preço de R$ 18,09 (+0,44%) com volume de R$ 13,43 mm.
$LIGT3";Positivo
2999;cada dia aparece mais trolha da #petrobras o buraco é bem mais p/ baixo! @deputadocaiado #petr4 #refinariaabreuelima http://t.co/sqHfbOK0sJ;Negativo
3000;Tenho que ser justo e informar que a queda da PETR4 reverteu e está subindo 2,28% agora.;Positivo
3001;PETR4: acabo de publicar uma análise/estratégia para a PETR4.... http://t.co/SFMKxt8EHZ;Positivo
3005;BBAS3 -7% ontem após decisão do STJ http://t.co/6D3nX6pFj7;Negativo
3006;#PETR3 #PETR4 - Petrobrás conclui plataformas na China - http://t.co/vxjUQs8Ymt;Positivo
3009;@toleranciazero6 @marisascruz  Venda PETR4 a descoberto após aumento da gasolina e divugue os podres do contrato, recompre lá embaixo.;Neutro
3010;Vale5  28,57 com fundo em 27,87 e topo 31,25, Negou fundo superior em 28,71. .Observar onde para de cair.;Neutro
3011;$CTIP3 - Cetip (ctip-nm) - Demonstracoes Financeiras De 31/03/2014 (individual) http://t.co/6zx3uE8RNl;Neutro
3012;será que ´petr4 segura no 12,80?;Neutro
3013;$TIMP3 - Tim Part S/a (timp-nm) - Arquivamento Do Formulario Anual 20-f http://t.co/OLZrEpFUcJ;Neutro
3016;#IBOV #BRML3 BR Malls divulga ata da reunião do conselho de administração realizada dia 25 de fevereiro. http://t.co/7MpofZh7wj;Neutro
3019;#BBDC4 suportes e resistências http://t.co/B6q9STwuQD;Neutro
3021;Correção dolorosa: 'top 8' da Bovespa perde R$ 18,7 bilhões em valor de mercado: Enquanto a ... http://t.co/UbkRUI5Mzq #infomoney #vale5;Negativo
3023;@fabiokraemer @jprcampos Comprem ações #PETR4 hoje a ~R$ 13,00 vendida para o pequeno acionista por R$26,30 em 2010. Antes comprou a R$29,31;Negativo
3028;@RockyBangsBeats  quale757@gmail.com email me bro;Neutro
3029;Petrobras #PETR4 é um antro de corrupção e inepcia.;Negativo
3030;BM&amp,FBOVESPA (BVMF3) divulga segunda prévia do IBOVESPA http://t.co/2BNTFlXfQ7;Neutro
3033;Rastreamento ações-Gráfico diário-14h. Analise se romper: ARTR3 19,14 BBRK3 5,10 BBSE3 26,01 CPFE3 19,51 ELPL4 9,03 ENBR3 10,03 GETI3 15,76;Neutro
3034;TEMPO REAL: Hering recua 3% após resultado fraco, Petrobras cai mais de 2%: Acompanhe aqui a... http://t.co/yUAJc9KCgd #infomoney #vale5;Negativo
3038;$PETR3 - Petrobras (petr) - Producao No Pre-sal Bate Novo Recorde http://t.co/q5KXhuIGpK;Positivo
3039;$ELET3 - Eletrobras (elet-n1) - Material A Disposicao (candidatos A Membros Do Ca E Cf) http://t.co/l9Z7Qm4mAV;Neutro
3040;A última indicação da #CSNA3 resultou em -2.52 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7;Neutro
3041;As vendas se deram nos objs não ainda os alvos de queda..RT @Live_Trade: #vale5 venda no Obj #petr4 venda no Obj  #winj14 Venda no Obj rsrsr;Neutro
3042;#PETR4 - Análise #Ichimoku - pregão de sexta-feira, 28 de fevereiro. http://t.co/oAHK5pB3e0;Neutro
3044;$AEDU3 - Anhanguera (aedu-nm) - Demonstracoes Financeiras Em Ingles De 31/03/2014 http://t.co/BqTXjrOwF7;Neutro
3045;10 ações para ganhar dinheiro em março, segundo a Um Investimentos: Neste mês, a corretora o... http://t.co/sUVW1ac2LX #infomoney #vale5;Positivo
3047;#vale5 lucra 5,91bi no trimestre, a estimativa de mercado pela agência Bloomberg era de um lucro líquido  de R$ 6,23 bilhões no período.;Negativo
3048;Quem quer privatizar a Petr4 senador?! Se atenha ao tema senador... Governistas são péssimos.. Só rodeiam e ñ falam nada com nada..;Negativo
3050;Confira o potencial de valorização de 55 ações para março, upside bate 160%: Levantamento fo... http://t.co/ID50pGjISw #infomoney #vale5;Positivo
3051;Olha a #PETR4 ai... Leia 'Dívida da Petrobras aumenta seis vezes desde 2007 e atinge R$ 268 bilhões'  http://t.co/ApKXYCXtsR;Negativo
3057;$CRUZ3 - Souza Cruz (cruz) - Distribuicao De Juros Sobre O Capital Proprio http://t.co/jry8ZCXZPW;Neutro
3060;#KLBN4 - Klabin triplica lucro do 1º trimestre em resultado acima do esperado - http://t.co/0w8hzvva6v;Neutro
3062;Poucas ações não caíram hoje, como por exemplo: Rent3, Vale5, Csna3, Usim3, Usim5, Ggbr4, Timp3...;Negativo
3065;"Petrobras vendeu refinaria na Argentina por menos do q valia.
Qdo compra, paga m+, qdo vende, pede m-.
Se PT perder eleição, PETR4 vai a 35!";Negativo
3067;CIEL3 bateu no objetivo do Anderson agora quer ver e saber quais as operações do Anderson entre em contato: centraltrader@hotmail.com.;Positivo
3069;RT @indignada_rj: “@SouCalmo: #EuApoioCPIdaPetrobras e q Dilma, Foster, Gabrielli se expliquem pelo ROUBO da Petr4 em Pasadena...”;Negativo
3075;Luz na passatela que lá vem ela: AB InBev conclui compra da Oriental Brewery | http://t.co/XN66BjHuYp | #adonadasloiras #nomundo #abev3;Positivo
3077;Abrimos compra de VALE5 pro trade no R$ 27,00. Heyyyyyyyyyyyyy estamos no game!!!!!!;Positivo
3078;Rastreamento ações-Gráfico SEMANAL-16h. Analise se romper: ELET6 12,39 GOLL4 13,26 SMLE3 43,23;Neutro
3079;#EuApoioCPIdaPetrobras e q Dilma, Foster, Gabrielli se expliquem pelo ROUBO da Petr4 em Pasadena...;Negativo
3080;Ideia de Long&amp,Short por Credit Suisse - PETR4 x PETR3...quem quiser o relatório é só pedir!;Neutro
3081;$ENBR3 - Energias Br (enbr-nm) - Reapresentacao Da Proposta Da Ago/e http://t.co/gBsA5NtlSy;Neutro
3084;#PETR4 leilão maluquinho!!!;Neutro
3088;Rastreamento ações-Gráfico diário-15h. Analise se romper:  SMLE3 38,03 TAEE11 19,37 TOTS3 36,08 UGPA3 56,44 VALE5 30,11;Neutro
3090;JCP BBAS3 Ex hoje de 0,31 por ação.;Neutro
3094;Prepare-se para o próximo pregão. Análise: IBOV, PETR4, VALE5, SANB11, ESTC3, BBSE3, GFSA3, AMAR3 e SLCE3. Assista! http://t.co/OisPAunzxq;Positivo
3096;#VALE5 - Análise #Ichimoku - pregão de quarta-feira, 21 de maio. http://t.co/hWULGbJ1ps;Neutro
3097;@clubedopairico Petr4 vai realizar agora?;Neutro
3103;$RENT3 - Localiza (rent-nm) - Alteracao Do Calendario De Eventos Corporativos http://t.co/PqS8lH5rDJ;Neutro
3104;Macktrader Investimentos : Itau Unibanco Pn (Itub4), Gráfico Diário. http://t.co/hj9FKrdtZL;Neutro
3105;#PETR4 vai caindo e o volume aumentando ! =);Neutro
3110;#SBSP3  imagina a rapaziada no ônibus em São Paulo com racionamento de água!!! PQP!!! vai feder!!!;Negativo
3111;pessoas que visitaram meu perfil e grupos que sigo no Twitter http://t.co/DAbXDMSS43;Neutro
3116;RT @BarackTrader: Petr4 em 14 reais. Daqui a pouco vem o povo pedindo pra tirar ela do IBOV. Nao disse que foi a maior cagada da Bovespa me…;Negativo
3117;"A LIGHT S.A. fechou o dia de hoje ao preço de R$ 17,06 (-1,39%) com volume de R$ 60,87 mm.
$LIGT3";Negativo
3118;@Live_Trade é ... R$14,4x nem é região importante na #PETR4 ... ótima observação ! =);Positivo
3119;$AEDU3 - Anhanguera (aedu-nm) - Relatorio Do Agente Fiduciario http://t.co/ZJfgkx7xEZ;Neutro
3122;Vou aproveitar que a internet está um pouco rápida e atualizar os gráficos e ver as #ondasdeelliot de #PETR4 , #OIBR4 , #CCXC3 e #MMXM3 .;Positivo
3130;$BBAS3 - Banco Do Brasil (bbas-nm) - Esclarecimentos A Consulta Da Bm&amp,fbovespa http://t.co/UaFXNfKifj;Neutro
3131;21/03/14 - 17:21: Maiores Altas: GGBR4 2,40% R$14,49, CESP6 2,40% R$24,33, ECOR3 2,03% R$13,06, CSAN3 1,98% R$33,50, ELET6 1,82% R$10,07.;Neutro
3132;@wallinvest @WallFigueiredo CIEL3_Avisei ontem! Peguei na minha fórmula rastreadora. Obrigado Professor! http://t.co/JRFp9gVy8M;Positivo
3133;Goll4 indicou compra pela Mm, já estamos com ganhos de 1,38 hoje. Este ativo merece atenção.;Positivo
3135;RT @bovespabrokers: Se instalada a #CPI na #PETR4 as ações irão subir. O entendimento geral é que haverá uma gestão mais ética, profissiona…;Neutro
3137;Vou no centro espírita e na volta farei análises de #PETR4 , #VALE5 , #MMXM3 , #CCXC3 , #ibovespa .;Neutro
3142;$RENT3 - Localiza (rent-nm) - Demonstracoes Financeiras De 31/12/2013 (cons) http://t.co/cuwaU9fOuF;Neutro
3149;vai fazer o mesmo q a #hrt. dá uma animadinha e dopo se enterra! RT @Live_Trade: Bora #llxl3 coragem rsrsr;Negativo
3154;@clubedopairico O que o PT está fazendo para resolver a questão da petr4? nada. só um aumento na gasolina resolveria a curto prazo;Negativo
3156;RT @Jgrafista11: @webtraderx @BlackWizardX Vou dar uma olhada com calma depois das 9 da noite pelas Ondas de Elliot e fiquei te devendo da …;Neutro
3160;Na Bovespa, gestores definem para época das eleições ações de boa liquidez, como ABEV3, BBAS3, CCRO3, ITUB4, PCAR4, RENT3, UGPA3, e outras;Positivo
3168;"INTRADAY PETR4: Suportes 12,88 e 13,00 e resistências 13,20 e 13,28
INTRADAY VALE5: Suportes 25,45 e 25,78 e resistências 26,62 e 27,13";Neutro
3169;@Live_Trade E eu da PETR4. Estou achando que hoje deve afundar! Mas eu achar algo e nada.....rsrs;Positivo
3172;Ontem no diário da #PETR4 fêz candle de reversão de tendência e respeirou suporte nos 15,40 e alvos 16,50 e 17,20 http://t.co/ReowwtCzqj;Neutro
3176;Rastreamento ações-Gráfico diário-14h. Analise se romper:  CCRO3 18,10 CYRE3 13,41 DIRR3 11,18  GFSA3 3,67 GUAR3 104,26  HYPE3 16,68;Neutro
3179;O melhor da liquidação: conheça as ações descontadas que podem se valorizar muito: Todas as ... http://t.co/FuCUnb0PLP #infomoney #vale5;Neutro
3181;"BBSE3 - 'É muito cedo para basear a recomendação no resultado das eleições', diz BTG - InfoMoney 
Veja mais em: http://t.co/thncBwA5YP";Negativo
3182;Conheça a melhor ação para comprar agora, segundo analistas: A favorita do Ibovespa, Ambev, ... http://t.co/zTrahIZu8R #infomoney #vale5;Positivo
3184;@Live_Trade quais os objetivos dessa compra? fiquei interessado #usim5;Positivo
3186;Itau Unibanco PN (Itub4), Gráfico Semanal. Canal d... http://t.co/qOCxjBAbJd;Positivo
3188;Gol (#GOLL4) fará aumento de capital de R$185,8 milhões. http://t.co/m9QraDXf6m;Neutro
3190;@Smarttrade10 minhas RENT3 foram devolvidas e ñ teve nenhum grande movimento nisso. Alguma coisa frustrou. @ferrisss;Neutro
3191;@dilmabr Vc fudeo com a #petr4 junto com o vagabundo do lula;Negativo
3193;@Live_Trade q me diz de itub4 marcos?;Neutro
3200;$PETR3 - Petrobras (petr) - Candidatos Indicados Pelo Acionista Nao Controlador Para O Ca http://t.co/0UddVivQ3V;Neutro
3202;JBSS3 comprar por R$ 7,69 indicado em 28/02/2014 10:18 http://t.co/zJRs3Eeyz9;Positivo
3206;Segundo @ADVFNBRASIL, em abril ações da GOL (GOLL4) registraram maior ganho índice IBOVESPA - 30,6%. Mas ações da OI (OIBR4) caíram - 31,4%.;Positivo
3209;vale5 rsrsrrs linda!!!!;Positivo
3210;Rastreamento ações-Gráfico diário-12h. Analise se romper: CYRE3 13,41 GFSA3 3,67 HYPE3 16,68 PETR3 16,21 PETR4 17,14 VIVT4 46,75 WEGE3 26,92;Neutro
3213;#Boas ... Ainda tenho dúvidas... o + Doido que busca SUPORTE na #Petr4 e RESISTENCIA no S&amp,P ... hehehe;Positivo
3214;Ativo c/ vol Financeiro Superior à sua MM21-16h:  INDFUT INDX ISEE ITSA4 JSLG3 MILS3 MLCX MULT3 NATU3 OIBR3 OIBR4 PDGR3 PETR3 PETR4 PFRM3;Neutro
3215;"“@ale_chumer: Desde 24/04/2009 até hoje
Ibovespa +11,58%
PETR4 - 47,7%
EXXON +45,85%
DJ + 111,06%” tirando os do IPEA, números não mentem...";Negativo
3216;@jprcampos tem eter3 a R$ 0,80. Esse valor lançado no IR, sem contar o fluxo descontado dos proventos. Qual seu PM em petr4?;Neutro
3217;Análise semanal - IBOV, PETR4, VALE5, IGTA3, GGBR4, BBAS3, QGEP3, HYPE3 , ABEV3 e AMAR3. Assista! http://t.co/gXANVlSfx2;Neutro
3221;Gráfico da #PETR4 ta mais feio que encoxar a mãe no tanque... pelo menos pra quem é zé comprinha...;Negativo
3222;$PETR3 - Petrobras (petr) - Arquivamento Do Formulario De Referencia http://t.co/U1cZQyDqj5;Neutro
