text,texto_unido,sentFator
"@angela_dias24 @imcharliedrew @mel_cruz3 desta vez um desenho mais sofisticado, aquele estava um pouco amador, que acham?","@ angela_dias24 @ imcharliedrew @ mel_cruz3 desta vez um desenhar mais sofisticar , aquele estar um pouco amador , que achar ?",Positivo
marota por ti amg @mel_cruz3,maroto por ti amg @ mel_cruz3,Neutro
cesp6 tá lindona hj !,cesp6 tá lindona hj !,Positivo
"#petr4 king kong 1,48% no dt !!!!  hj tá bão!!!!","# petr4 king kong 1,48 % o dt ! ! ! ! hj tá bão ! ! ! !",Positivo
$petr3 - petrobras (petr) - producao de petroleo e gas natural em janeiro http://t.co/wf0dvbgd7f,$ petr3 - petrobras ( petr ) - producao de petroleo e gas natural em janeiro http : //t.co/wf0dvbgd7f,Neutro
dá-lhe vale5!!!!,dá-lhe vale5 ! ! ! !,Positivo
bbdc4 – gráfico – 27-03-2014 http://t.co/z1lj26idb7,bbdc4 – gráfico – 27-03-2014 http : //t.co/z1lj26idb7,Neutro
"@picapautrader vc acha que vale comprar petr4 pra lp, ou isso só para os fortes? falo em 20 a 30 anos","@ picapautrader vc achar que valer comprar petr4 pra lp , ou isso só parir o forte ? falir em 20 o 30 ano",Neutro
"'@brunofasantos: e ai? petr4 comprou uma refinaria sem advisor financeiro? sem fairness? cade os minoritarios, ja estao falando com a cvm?'","' @ brunofasantos : e ai ? petr4 comprar umar refinar sem advisor financeiro ? sem fairness ? cade o minoritarios , ja estao falar com o cvm ? '",Negativo
"#oibr4 - gradual recomenda bb, oi e mais 8 ações para esta semana - infomoney 
veja mais em: http://t.co/uksp6jugal","# oibr4 - gradual recomendar b , oi e mais 8 ações parir este semana - infomoney ver mais em : http : //t.co/uksp6jugal",Positivo
"petr3.sa tipo petrobras on em dezembro 28  de 2007 a cotação bovespa estava em minima  r$51,08 e maxima r$ 52,23, fonte thomson reuters.","petr3.sa tipo petrobras on em dezembro 28 de 2007 o cotação bovespa estar em minima r $ 51,08 e maxima r $ 52,23 , fonte thomson reuters .",Neutro
#oibr4 (mensagem: 953210)  http://t.co/w31lraqpal,# oibr4 ( mensagem : 953210 ) http : //t.co/w31lraqpal,Neutro
"rastreamento ações-gráfico diário-16h. analise se romper:  artr3 18,98 bbas3 23,35 bbtg11 30,68 bisa3 1,45  bova11 50,13 cmig4 16,23","rastreamento ações-gráfico diário-16h . analisar se romper : artr3 18,98 bbas3 23,35 bbtg11 30,68 bisa3 1,45 bova11 50,13 cmig4 16,23",Neutro
"rastreamento ações-gráfico diário-11h. analise se romper:  fibr3 25,78 indx 11586,73 jbss3 7,98 tble3 34,85 vale3 33,28","rastreamento ações-gráfico diário-11h . analisar se romper : fibr3 25,78 indx 11586,73 jbss3 7,98 tble3 34,85 vale3 33,28",Positivo
"vale pn (vale5), gráfico diário. ação está testand... http://t.co/3mxoyjqi04","valer pn ( vale5 ) , gráfico diário . ação estar testand ... http : //t.co/3mxoyjqi04",Neutro
"e como o obvio elet6 da mesma forma, ja são 30% de 'ganho' esta bom demais! duvido que algum banco me… http://t.co/qa6vzmavkt","e comer o obviar elet6 da mesmo formar , ja ser 30 % de 'ganho ' este bom demais ! duvidar que algum banco me… http : //t.co/qa6vzmavkt",Positivo
a dormir,o dormir,Neutro
#itub4 suportes e resistências http://t.co/oax2we9oar,# itub4 suporte e resistência http : //t.co/oax2we9oar,Neutro
"&lt,andres cepeda &amp, santiago cruz3 *.*","& lt , andres cepeda & amp , santiago cruz3 * . *",Positivo
@garimpodeacoes ops! é csna3 e usim5 me empolguei no teclado.,@ garimpodeacoes ops ! ser csna3 e usim5 me empolgar o teclado .,Neutro
em 5 dias petr3 sobe de 12 para 14. e a sua cvm já fez alguma coisa hoje?,em 5 dia petr3 subir de 12 parir 14. e o suar cvm já fazer algum coisa hoje ?,Negativo
"notas gerais

a companhia siderúrgica nacional (csna3) abriu um novo programa de recompra de até 10% suas... http://t.co/4o0epan2av",noto gerar o companhia siderúrgico nacional ( csna3 ) abrir um novo programar de recomprar de até 10 % suar ... http : //t.co/4o0epan2av,Positivo
$sbsp3 - sabesp comunica tratativas com emae http://t.co/xb0g9gxz5w,$ sbsp3 - sabesp comunicar tratativas com emae http : //t.co/xb0g9gxz5w,Positivo
$vale3 - vale (vale-n1) - informa datas de divulgacao do desempenho do 1o. t/2014 http://t.co/hrsahwiwyv,$ vale3 - valer ( vale-n1 ) - informar datar de divulgacao do desempenhar do 1o. t/2014 http : //t.co/hrsahwiwyv,Neutro
"$petr4 rt @petrobras: até 2030, o mercado nacional de derivados de petróleo crescerá 74%: http://t.co/fzba20rnam http://t.co/was9s1hsus","$ petr4 rt @ petrobras : até 2030 , o mercar nacional de derivar de petróleo crescer 74 % : http : //t.co/fzba20rnam http : //t.co/was9s1hsus",Positivo
$petr4 - petrobras (petr4) vende termelétrica para grupo francês http://t.co/fzyqr59trq,$ petr4 - petrobras ( petr4 ) vender termelétrica parir grupar francês http : //t.co/fzyqr59trq,Neutro
$cpfe3 - aviso de webcast: a cpfl energia s.a. convida para a webcast de sua teleconferência sobre os http://t.co/tcycwgcboa,$ cpfe3 - avisar de webcast : o cpfl energia s.a. convidar parir o webcast de suar teleconferência sobrar o http : //t.co/tcycwgcboa,Neutro
concórdia recomenda 15 papéis para investir nessa semana: as três carteiras da corretora for... http://t.co/kh9hgez3qc #infomoney #vale5,concórdia recomendar 15 papel parir investir nessa semana : o três carteiro da corretor ser ... http : //t.co/kh9hgez3qc # infomoney # vale5,Positivo
"rastreamento ações-gráfico diário-12h. analise se romper:alll3 7,26 brfs3 44,25","rastreamento ações-gráfico diário-12h . analisar se romper : alll3 7,26 brfs3 44,25",Neutro
"rastreamento ações-gráfico mensal-11h. analise se romper:  sled4 29,11 vivt4 47,72 tble3 36,31 ugpa3 56,08 vlid3 34,54","rastreamento ações-gráfico mensal-11h . analisar se romper : sled4 29,11 vivt4 47,72 tble3 36,31 ugpa3 56,08 vlid3 34,54",Neutro
"rastreamento ações-gráfico diário-14h. analise se romper: mrfg3 4,39 pcar4 106,25 rapt4 8,58 rent3 34,16 smle3 38,17 vale3 32,73 vale5 29,67","rastreamento ações-gráfico diário-14h . analisar se romper : mrfg3 4,39 pcar4 106,25 rapt4 8,58 rent3 34,16 smle3 38,17 vale3 32,73 vale5 29,67",Positivo
rt @pairico: pairico em ação is out! http://t.co/faxgs1zx6y stories via @clickinv_vale5 @topyields @italoferretti,rt @ pairico : pairico em ação is out ! http : //t.co/faxgs1zx6y stories ver @ clickinv_vale5 @ topyields @ italoferretti,Neutro
compra de estc3 e ctip3 - 20/03/2014 http://t.co/2dj6yo5x5u,comprar de estc3 e ctip3 - 20/03/2014 http : //t.co/2dj6yo5x5u,Neutro
"4 dias de baixa em ciel3, que beleza....","4 dia de baixo em ciel3 , que beleza ....",Negativo
"rt @chrinvestor: o que acontece com as ações de uma cia quando se descobre que a sua administração 'roubou' bilhões? no brasil, o papel sob…","rt @ chrinvestor : o que acontecer com o ações de umar ciar quando se descobrir que o suar administração 'roubou ' bilião ? o brasil , o papel sob…",Negativo
@clubedopairico fizeram um rouba monte na vale5 que deu do,@ clubedopairico fazer um roubar montar o vale5 que dar do,Negativo
@joanarauhl @1avelagay @mel_cruz3 @angela_dias24 vejam a sms amores,@ joanarauhl @ 1avelagay @ mel_cruz3 @ angela_dias24 ver o sms amor,Neutro
"goll4 obj1 10,93 bora criança, vamos ver se cumpre e qdo...rs  comprado no rompimento cfe postado","goll4 obj1 10,93 bora criança , ir ver se cumprir e qdo ... rs comprar o rompimento cfe postar",Neutro
"&lt,no te necesito- santiago cruz3'","& lt , o te necesito- santiago cruz3 '",Negativo
"análises técnicas para #ibov, #petr4 e #cmig4. http://t.co/u1p5fz3kfk","análise técnico parir # ibov , # petr4 e # cmig4 . http : //t.co/u1p5fz3kfk",Positivo
"@stancatitrader: a #petr4 cumpre o papel dela, ou seja, a empresa é um retrato perfeito do governo. ineficiente, inflada e corrupta.","@ stancatitrader : o # petr4 cumprir o papel dela , ou ser , o empresar ser um retratar perfazer do governar . ineficiente , inflar e corrupto .",Negativo
$rent3 - localiza (rent-nm) - fato relevante - juros sobre o capital proprio http://t.co/7dfyrmavem,$ rent3 - localizar ( rent-nm ) - fato relevante - juro sobrar o capital proprio http : //t.co/7dfyrmavem,Neutro
perfil visualizado por 8 pessoas http://t.co/ucisbqz0lp,perfil visualizar por 8 pessoa http : //t.co/ucisbqz0lp,Neutro
$aedu3 - anhanguera (aedu-nm) - demonstracoes financeiras de 31/12/2013 (individual) http://t.co/zvvchr52gu,$ aedu3 - anhanguera ( aedu-nm ) - demonstracoes financeiro de 31/12/2013 ( individual ) http : //t.co/zvvchr52gu,Neutro
"em tempo real: bancos caem, vale mostra recuperação, petrobras sobe 2%: mais informações em breve http://t.co/nq3fofv6jb #infomoney #vale5","em tempo real : banco cair , valer mostrar recuperação , petrobras subir 2 % : mais informação em breve http : //t.co/nq3fofv6jb # infomoney # vale5",Neutro
"rastreamento ações-gráfic diári-12h. analise se romper: bbas3 24,32 bbdc3 36,22 bbdc4 34,36 bova11 51,19 brfs3 50,19 brsr6 12,88 ccro3 18,10","rastreamento ações-gráfic diári-12h . analisar se romper : bbas3 24,32 bbdc3 36,22 bbdc4 34,36 bova11 51,19 brfs3 50,19 brsr6 12,88 ccro3 18,10",Neutro
@ductormarcus ainda bem que eu estava comprado em #vale5 e aproveitei toda essa alta. bora pensar na melhor hora de realizar @lambari_trader,@ ductormarcus ainda bem que eu estar comprar em # vale5 e aproveitar todo esse alto . bora pensar o melhor horar de realizar @ lambari_trader,Positivo
$petr3 - atencao para o preco de petrp73 (petr3) http://t.co/qd9pmmlvnw,$ petr3 - atencao parir o preco de petrp73 ( petr3 ) http : //t.co/qd9pmmlvnw,Neutro
"a light s.a. fechou a sexta-feira, dia 07/03, ao preço de r$ 15,87 (-5,93%) com volume de r$ 18,65 mm. 
$ligt3","o light s.a. fechar o sexta-feira , dia 07/03 , ao preço de r $ 15,87 ( -5,93 % ) com volumar de r $ 18,65 m . $ ligt3",Positivo
no diário #vale5 permanece abaixo da ltb mas nos últimos pregões encontrou uma acomodação leia mais: http://t.co/jgadk4w8ut,o diário # vale5 permanecer abaixar da ltb mas o último pregão encontrar umar acomodação ler mais : http : //t.co/jgadk4w8ut,Positivo
$cpfe3 - cpfl energia divulga o relatório anual (form 20-f) 2013 na sec http://t.co/lizy0gjuuh,$ cpfe3 - cpfl energia divulgar o relatório anual ( form 20-f ) 2013 o sec http : //t.co/lizy0gjuuh,Positivo
"@live_trade bom dia marcos!!!
alguma dica para petr4?",@ live_trade bom dia marco ! ! ! algum dica parir petr4 ?,Positivo
"gol e bancos lideram altas, mas elétricas e imobiliárias caem mais de 3%: dados de fevereiro... http://t.co/dv2r5tbkpy #infomoney #vale5","gol e banco liderar alto , mas elétricas e imobiliário cair mais de 3 % : dar de fevereiro ... http : //t.co/dv2r5tbkpy # infomoney # vale5",Neutro
bvmf3 bateu no objetivo do anderson agora quer ver e saber quais as operações do anderson entre em contato: centraltrader@hotmail.com,bvmf3 bater o objetivo do anderson agora querer ver e saber qual o operação do anderson entrar em contato : centraltrader @ hotmail.com,Positivo
"rastreamento ações-gráfico diário-16h. analise se romper:  brpr3 18,15 cesp6 28,29 ciel3 40,23 hype3 18,36 mplu3 31,49 mrfg3 4,91","rastreamento ações-gráfico diário-16h . analisar se romper : brpr3 18,15 cesp6 28,29 ciel3 40,23 hype3 18,36 mplu3 31,49 mrfg3 4,91",Neutro
rt @igorcrp: #petr4 rt  ex-presidente da petrobras nomeou primo para estatal nos eua na época da compra de pasadena http://t.co/0vrjamtkh3 …,rt @ igorcrp : # petr4 rt ex-presidente da petrobras nomear primar parir estatal o eua o época da comprar de pasadena http : //t.co/0vrjamtkh3 …,Neutro
"tenho lote grande de petr4, me add no skype pf @brunogmusa @smarttrade10 @plima79 @ferrisss @dfittarelli @hudsonpf","ter lotar grande de petr4 , me add o skype pf @ brunogmusa @ smarttrade10 @ plima79 @ ferrisss @ dfittarelli @ hudsonpf",Positivo
"rt @clickinv_vale5: vale ganha recurso contra taxação estrangeira, ação dispara 2% em 3 minutos: mais informaçõe... http://t.co/u5sgbgjxyn …","rt @ clickinv_vale5 : valer ganhar recurso contra taxação estrangeiro , ação disparar 2 % em 3 minuto : mais informaçõe ... http : //t.co/u5sgbgjxyn …",Positivo
"csna3 lindinha, lindinha, eta !","csna3 lindinha , lindinha , eta !",Positivo
#natu3 - análise #ichimoku - recomendação de compra. http://t.co/cvgka7dvat,# natu3 - análise # ichimoku - recomendação de comprar . http : //t.co/cvgka7dvat,Neutro
rt @imcharliedrew: estou a ver-vos @mel_cruz3 http://t.co/ibxzz2nq64,rt @ imcharliedrew : estar o ver-vos @ mel_cruz3 http : //t.co/ibxzz2nq64,Neutro
"telefônica, cemig e mais 3 papéis para você ganhar com dividendos: no lugar das ações do banco do brasil (bbas3),... http://t.co/qcwb2iddbw","telefônica , cemig e mais 3 papel parir você ganhar com dividendo : o lugar das ações do banco do brasil ( bbas3 ) , ... http : //t.co/qcwb2iddbw",Neutro
ativo c/ vol financeiro superior à sua mm21-16h: abcb4 abev3 alll3 bbdc4 beef3 brml3 bvmf3 ciel3 cmig3 cmig4 cruz3 elet6 elpl4 eztc3 geti3,ativo c/ vol financeiro superior à suar mm21-16h : abcb4 abev3 alll3 bbdc4 beef3 brml3 bvmf3 ciel3 cmig3 cmig4 cruz3 elet6 elpl4 eztc3 geti3,Neutro
16ª barra diária com máxima superior a anterior na #petr4 ... tá doido. nunca vi isso na vida !!!! o.o,16ª barrir diário com máximo superior o anterior o # petr4 ... tá doido . nunca vir isso o vidar ! ! ! ! o.o,Neutro
"cpfe cpfl energia dividendos ||aprov 26/3/2014||dataex 30/4/2014||pagto n/d||cpfe3 r$0,590062200 http://t.co/hw0gtpcvy5","cpfe cpfl energia dividendo ||aprov 26/3/2014||dataex 30/4/2014||pagto n/d||cpfe3 r $ 0,590062200 http : //t.co/hw0gtpcvy5",Neutro
"rt @tovaga: @deinha_asl @coroneldoblog em 2010 o sheik conseguiu capitalizar a petrobras com venda de ativos #petr4 a r$ 26,30 - hoje vale …","rt @ tovaga : @ deinha_asl @ coroneldoblog em 2010 o sheik conseguir capitalizar o petrobras com vender de ativos # petr4 o r $ 26,30 - hoje valer …",Negativo
$alll3 - all amer lat (alll-nm) - esclarecimentos sobre processo de arbitragem http://t.co/urnz4wwhv2,$ alll3 - all amer lat ( alll-nm ) - esclarecimento sobrar processar de arbitragem http : //t.co/urnz4wwhv2,Neutro
"#vale5 vinte e sete e dez... (precisamente @27,07) abaixo disso... no semanal é #funeraria","# vale5 vinte e sete e dez ... ( precisamente @ 27,07 ) abaixar disso ... o semanal ser # funeraria",Negativo
"intraday petr4: suportes 14,91 e 15,45 e resistências 16,80 e 17,61
intraday vale5: suportes 29,30 e 29,69 e resistências 30,68 e 31,28","intraday petr4 : suporte 14,91 e 15,45 e resistência 16,80 e 17,61 intraday vale5 : suporte 29,30 e 29,69 e resistência 30,68 e 31,28",Neutro
"rt @chrinvestor: preocupações com a #petr4 não param de crescer: produção, sumiço de investimentos, caixa e o endividamento. quem arrisca u…","rt @ chrinvestor : preocupação com o # petr4 não parir de crescer : produção , sumiço de investimento , caixa e o endividamento . quem arriscar u…",Negativo
$petr3 - petrobras (petr) - aprovacao das dfs referente ao exercicio social de 2013 http://t.co/rzovyasjlr,$ petr3 - petrobras ( petr ) - aprovacao das dfs referente ao exercicio social de 2013 http : //t.co/rzovyasjlr,Neutro
"#bovespa #krot3 lucro da kroton quase quintuplica e chega a r$ 137,8 mi no 4º trimestre. http://t.co/1gkfw69wfi","# bovespa # krot3 lucrar da kroton quase quintuplicar e chegar o r $ 137,8 mi o 4º trimestre . http : //t.co/1gkfw69wfi",Neutro
$bbas3 - banco do brasil (bbas-nm) - emprestimo sindicalizado http://t.co/ioax142mqb,$ bbas3 - banco do brasil ( bbas-nm ) - emprestimo sindicalizar http : //t.co/ioax142mqb,Neutro
"rt @dividendo_br: cpfe cpfl energia dividendos ||aprov 26/3/2014||dataex 30/4/2014||pagto n/d||cpfe3 r$0,590062200 http://t.co/hw0gtpcvy5","rt @ dividendo_br : cpfe cpfl energia dividendo ||aprov 26/3/2014||dataex 30/4/2014||pagto n/d||cpfe3 r $ 0,590062200 http : //t.co/hw0gtpcvy5",Neutro
"até esse momento, as ações da petrobras (petr4) já perderam os suportes em r$15,70, r$15,40 e agora testam a região de r$15,20.","até esse momento , o ações da petrobras ( petr4 ) já perder o suporte em r $ 15,70 , r $ 15,40 e agora testar o região de r $ 15,20 .",Neutro
os coxinhas aderem ao jogo sujo do pig e tentam vincular @petrobras a vergonha. mas todo mundo quer compras ações da petr4,o coxa aderir ao jogar sujar do pig e tentar vincular @ petrobras o vergonha . mas todo mundo querer comprar ações da petr4,Negativo
"multas da receita à petrobras em 3 meses somam r$ 8,769 bi - http://t.co/gz1hdxjteq http://t.co/qz18u0qgg6 via @exame_com #petr4","multar da receitar à petrobras em 3 mês somar r $ 8,769 bi - http : //t.co/gz1hdxjteq http : //t.co/qz18u0qgg6 ver @ exame_com # petr4",Neutro
a última indicação da #mrfg3 resultou em -2.44 %. confira a nova indicação agora em http://t.co/kgt1yitbf7,o último indicação da # mrfg3 resultar em -2.44 % . conferir o novo indicação agora em http : //t.co/kgt1yitbf7,Negativo
"rt @andraus_adv: @tovaga @ary_antipt @folhaovento se ainda estivesse na bolsa compraria hoje petr4 e petr3 e venderia, após a divulgação pe…","rt @ andraus_adv : @ tovaga @ ary_antipt @ folhaovento se ainda estar o bolsar comprar hoje petr4 e petr3 e vender , após o divulgação pe…",Positivo
#bvmf3 de olho na cp,# bvmf3 de olhar o cp,Neutro
#vale5 next vinte e sete e dez ...,# vale5 next vinte e sete e dez ...,Neutro
"volume diminuindo um pouco na #petr4 ... mas cotações continuam melhorando. já disse ... agradeçam a fator. ,)","volumar diminuir um pouco o # petr4 ... mas cotação continuar melhorar . já dizer ... agradecer o fator . , )",Positivo
"bovespa agora -1,21% -625.62 pontos  =&gt, #elet3  r$ 6,74  -7,67%","bovespa agora -1,21 % -625.62 ponto = & gt , # elet3 r $ 6,74 -7,67 %",Neutro
